"n","mu_true","method","media_mu","viés_mu"
30,1,"MM",0.994818728442165,-0.000209207734477301
30,1,"MM",1.0353010384367,0.00103092872443677
30,1,"MM",1.09807715758939,-0.000476490463736878
30,1,"MM",1.05342291842868,0.00130745410901145
30,1,"MM",0.911838978045125,0.000884899130755401
30,1,"MM",0.908257369885534,0.00196901757182433
30,1,"MM",0.952328055889184,-0.000683348490638891
30,1,"MM",1.16238205967937,-0.000217881966316114
30,1,"MM",1.11820088569204,-0.000964635611536035
30,1,"MM",0.882597739161735,0.000106058957889954
30,1,"MM",1.00879710477011,0.000110596624815829
30,1,"MM",0.857532352093424,-1.63803717304623e-05
30,1,"MM",0.949747593964879,0.0018687597341559
30,1,"MM",0.935621093897271,0.00105800505737652
30,1,"MM",0.904640032665229,0.000169144839273994
30,1,"MM",0.900726340248322,0.000396615786527832
30,1,"MM",1.05280679094156,-0.000458963290153269
30,1,"MM",0.948869639058519,-6.99366160573645e-05
30,1,"MM",1.11125967169001,-0.00188541598859082
30,1,"MM",0.968806060318329,0.0011831186405673
30,1,"MM",1.1003969833638,0.00139521309379664
30,1,"MM",1.16786873742849,-0.000536461931871957
30,1,"MM",1.00458954202898,0.000263166292259642
30,1,"MM",1.04196922639803,-0.00117624199078903
30,1,"MM",1.07327898160467,-0.000333661727470069
30,1,"MM",1.06733183844255,-0.000130194336815492
30,1,"MM",1.02445952767373,-0.00160652575573184
30,1,"MM",0.988976040659848,-0.00246629910456952
30,1,"MM",0.988470017221356,-0.001467415513284
30,1,"MM",1.06835939612261,-0.00111909536969113
30,1,"MM",0.950454665940913,0.000618658956774376
30,1,"MM",0.986445683508499,-0.0016972228405806
30,1,"MM",1.09487800609747,0.00070168106476487
30,1,"MM",0.993762099484445,-0.000402098286660046
30,1,"MM",0.931011642960882,-0.00111997530171881
30,1,"MM",0.913874177114403,0.000519485263050457
30,1,"MM",0.977402924385095,0.000624284247956575
30,1,"MM",0.872135994043957,7.80815172695126e-05
30,1,"MM",1.12349793909238,0.00117093770419463
30,1,"MM",1.03157714479533,0.000582618869153562
30,1,"MM",1.1151407143873,0.000128025470256921
30,1,"MM",1.08030644264906,0.00152791641827354
30,1,"MM",0.919251681679881,-0.00121830337673579
30,1,"MM",0.999592634858348,0.00010911573815664
30,1,"MM",0.902670977034391,1.77496894024909e-05
30,1,"MM",0.973202546687666,-0.00110061696304442
30,1,"MM",1.00777088985351,0.00139450603335312
30,1,"MM",1.09577841271939,0.00117529778837056
30,1,"MM",1.00531705379976,-1.77221052521936e-05
30,1,"MM",0.931225154630195,0.000100137789024846
30,1,"MM",1.15743740988288,-3.087740631047e-05
30,1,"MM",0.99208915531031,0.00158123675516664
30,1,"MM",0.919259058521524,-0.00145004821037398
30,1,"MM",1.03239620944909,0.0024168631384569
30,1,"MM",0.930566955241533,7.29418980702778e-05
30,1,"MM",0.978745085192983,-0.00086823157284377
30,1,"MM",1.03103137069006,-0.000985193402978979
30,1,"MM",1.02506852822223,-0.00106647809917693
30,1,"MM",1.072126326488,0.000763705335546261
30,1,"MM",0.991961409450444,-0.000300533528145408
30,1,"MM",1.03857021110577,-0.000565698373258483
30,1,"MM",1.06050492307117,0.00128206034067047
30,1,"MM",0.986211603756494,-0.000803242067643595
30,1,"MM",1.13354421774793,0.000432912211646652
30,1,"MM",1.02457431682278,-0.00266688324150799
30,1,"MM",0.90746699777333,0.00146599115543311
30,1,"MM",0.947096060952684,-0.00215198191948029
30,1,"MM",1.08566038843112,0.000390364995414005
30,1,"MM",1.20087204428669,-0.00145073028131248
30,1,"MM",0.990388683214901,-0.00086256358896597
30,1,"MM",0.957142405665283,-0.00122797425171828
30,1,"MM",1.11607449312752,0.00124331312408099
30,1,"MM",1.1633285161289,0.000657777217247357
30,1,"MM",1.10106195175293,0.00113365744123772
30,1,"MM",1.08587726320174,-0.000715579842226477
30,1,"MM",0.835154826563232,-2.02147263222985e-05
30,1,"MM",1.0149097960813,0.000758735779343045
30,1,"MM",1.01188488547311,0.00138234247619606
30,1,"MM",0.998553726935898,0.00231548868398179
30,1,"MM",1.11924717923923,-0.00125828404767181
30,1,"MM",1.16521367529791,-0.00056712231918854
30,1,"MM",0.960065726464534,0.00165179139570026
30,1,"MM",1.04396342124695,9.06416213948269e-05
30,1,"MM",0.909245828618856,-0.000129093943538217
30,1,"MM",1.30681804360061,-0.00209314326527443
30,1,"MM",0.811015960492298,-0.000438406203327246
30,1,"MM",0.928857076392483,-0.000375344826251567
30,1,"MM",0.980885484774097,0.00127699624604283
30,1,"MM",0.981393481965616,0.000684568844618982
30,1,"MM",1.03819736240557,0.000745621103402705
30,1,"MM",1.12849758820737,-0.000302401920866169
30,1,"MM",1.1410847520341,0.000522004944336407
30,1,"MM",0.92216728201849,0.000386543270599282
30,1,"MM",1.14974405799065,-0.000635191217668973
30,1,"MM",0.936431388112619,0.000507845363292292
30,1,"MM",1.13280585023044,0.00158327114770396
30,1,"MM",0.998147163730167,0.000981440570091974
30,1,"MM",0.822124366045431,0.000145374071201965
30,1,"MM",0.984320561330042,0.000722658978001278
30,1,"MM",1.02675328342534,0.00033933559577437
30,1,"MM",1.01276279966442,0.000680402011183023
30,1,"MM",0.958938946522201,0.000481509160254467
30,1,"MM",1.07635373263463,-0.000791641925665276
30,1,"MM",0.928599247092641,-0.000817981945519408
30,1,"MM",0.905153090607653,0.00145234912804182
30,1,"MM",1.05798452129509,0.000484281588107205
30,1,"MM",0.990076922473667,-0.00138139524900505
30,1,"MM",1.18042031330587,-0.000624328475688607
30,1,"MM",0.86676542535354,0.000807883247348595
30,1,"MM",0.868044653691126,0.000753179942058813
30,1,"MM",0.936961834580033,-3.17633918763827e-05
30,1,"MM",1.09445999111403,-0.00096779410922343
30,1,"MM",0.941227420870999,0.000604168868074684
30,1,"MM",1.05026506463065,0.000562656442789855
30,1,"MM",0.926030132935865,0.0003378779835852
30,1,"MM",1.00159115264868,0.00039431784309496
30,1,"MM",1.04129655350819,0.00139463374225612
30,1,"MM",1.08596871634764,0.000252963581053756
30,1,"MM",0.88851746738778,-7.60060945328433e-05
30,1,"MM",0.973921261488949,0.000930817726172983
30,1,"MM",1.03224154161755,0.000385245687187119
30,1,"MM",0.976495639439684,-0.00215039968299946
30,1,"MM",1.04590429840806,-0.000441669443245418
30,1,"MM",1.00396469760349,-8.97295149548949e-05
30,1,"MM",1.00208090094514,0.00264125961898343
30,1,"MM",0.860836889112939,-0.000297610971197515
30,1,"MM",1.04662578600459,-0.000165100473350499
30,1,"MM",0.975352923358705,-0.000106173809959476
30,1,"MM",0.926804775592328,0.00111315952541857
30,1,"MM",0.940631284060993,0.000222121259748076
30,1,"MM",1.07816087249462,-7.44363132549886e-05
30,1,"MM",1.01335808614446,-0.00133932491188027
30,1,"MM",0.952965960808613,-0.000438084218910784
30,1,"MM",0.996231238876896,-0.0016828629009511
30,1,"MM",0.926170294645956,-0.00130949508511313
30,1,"MM",1.00442962854262,-0.000915529979563123
30,1,"MM",0.942855740960544,0.000270609688430956
30,1,"MM",0.943187135139697,-0.000375229513578712
30,1,"MM",1.04957953566778,0.000548402624900524
30,1,"MM",0.993066400741358,0.000754036177770812
30,1,"MM",0.944460633214802,0.0012400456030891
30,1,"MM",0.913773333509874,0.000673334282725757
30,1,"MM",0.915175764433806,-0.00102152383570919
30,1,"MM",0.974409037980841,0.00087727745967936
30,1,"MM",1.05594414737363,-0.00248889592080204
30,1,"MM",1.0274394281511,-0.000341837446842685
30,1,"MM",0.976112483558828,0.00162411440240473
30,1,"MM",0.929959106811968,-0.000484797813107063
30,1,"MM",1.02020170403065,0.000204935866331635
30,1,"MM",1.14501241056812,-0.00109656031139216
30,1,"MM",0.969585441000829,0.000324631449275969
30,1,"MM",0.996095689560324,0.000264722686071361
30,1,"MM",0.936222039921792,0.00149295758467027
30,1,"MM",0.937161680991687,0.0011739356176409
30,1,"MM",0.983802320100641,0.00283668644636104
30,1,"MM",0.953723115573833,0.00240824123824213
30,1,"MM",0.875960208058781,0.000834343817878835
30,1,"MM",1.03232944350786,0.000192151286200204
30,1,"MM",0.926642317328652,0.000356175135556414
30,1,"MM",1.11237753855976,-0.000355865098212504
30,1,"MM",0.886228646756729,-0.00198190246592678
30,1,"MM",1.01446667367833,0.000617351390032939
30,1,"MM",0.983630137298523,0.00187150452749185
30,1,"MM",1.06246485227406,-0.000440956318014996
30,1,"MM",0.965431678647177,0.00237360747119231
30,1,"MM",1.0727654590652,-0.000198024429111543
30,1,"MM",0.986866071555599,-0.000126102953088347
30,1,"MM",0.867291946281524,-0.000884077964920515
30,1,"MM",1.03984215392116,0.000632431253606125
30,1,"MM",1.03940274606135,-0.000724375320692694
30,1,"MM",1.00357610779225,-0.00017411694071745
30,1,"MM",1.06284797748831,-0.0005862022721288
30,1,"MM",1.08487049132956,0.00166951562016182
30,1,"MM",0.952037475006242,3.73352365323765e-06
30,1,"MM",1.00879961030242,-0.00117793824481605
30,1,"MM",1.10557696217936,-0.00156830049776824
30,1,"MM",1.08122023744678,-0.00107144843632057
30,1,"MM",0.938089896890922,0.000979301207910566
30,1,"MM",1.1012316633534,-0.00361922710729323
30,1,"MM",0.991446242814235,-0.000584581388921257
30,1,"MM",1.03690503333825,-0.00139151751955224
30,1,"MM",0.775799129091014,0.000630338124483543
30,1,"MM",0.933009307115895,0.000363902389875714
30,1,"MM",1.12166923749537,-0.00112428971885659
30,1,"MM",1.05911758427758,0.000216072725202521
30,1,"MM",0.952313130098151,0.00100804363152962
30,1,"MM",0.895956458220972,-0.000859603371784812
30,1,"MM",0.959162383917051,-0.000852663113072083
30,1,"MM",1.07771184115838,-0.00106206998067759
30,1,"MM",0.950948777313197,-0.00131666794641971
30,1,"MM",0.929279850974461,0.00020178725849207
30,1,"MM",1.10338396958416,0.000240122764372908
30,1,"MM",1.12349574155494,-0.000683160806528749
30,1,"MM",0.81093723207287,0.000561253605553591
30,1,"MM",1.00582644931207,-0.00123360304408848
30,1,"MM",1.00717487383827,0.00221427684765696
30,1,"MM",1.01194790763401,0.000314907209587156
30,1,"MM",1.01045602763668,-0.000392019764535068
30,1,"MM",0.99467993363396,0.000358213646733607
30,1,"MM",0.925375957269679,-0.000608874354855571
30,1,"MM",1.00800358908696,-0.0017377204213711
30,1,"MM",0.993490499695935,-0.00157036357711227
30,1,"MM",1.12106194253166,-0.000271759305093822
30,1,"MM",0.978822444441482,-0.00126372077616188
30,1,"MM",0.965334544240647,0.000771217336966834
30,1,"MM",0.96446305833502,0.000799829188992907
30,1,"MM",1.04511858229221,-0.000679353596926724
30,1,"MM",1.01671924821882,0.000179519384492677
30,1,"MM",1.03492608542948,-0.000252646048104044
30,1,"MM",1.00842358534002,-0.000863912640768794
30,1,"MM",0.936972916437495,-0.0010916365500061
30,1,"MM",1.02356489371616,-0.000355732047357282
30,1,"MM",0.951182462804532,0.000785495406357195
30,1,"MM",0.811100142964037,-0.000601247097915092
30,1,"MM",0.954902770926682,-0.000861467653413106
30,1,"MM",1.02282497387653,0.000954041449404475
30,1,"MM",0.832359012565355,0.000231336921407643
30,1,"MM",0.986755672448328,-5.56819425501232e-05
30,1,"MM",0.973826020385732,-0.000672358294347752
30,1,"MM",1.04556911164282,-0.000604556210166418
30,1,"MM",0.932743699936784,-5.98988312187076e-05
30,1,"MM",1.08879334430199,0.00131655627727878
30,1,"MM",0.862214005960551,-0.000768404859716632
30,1,"MM",0.895423379436146,3.23845172250925e-05
30,1,"MM",1.02285504909948,-0.000747022778067485
30,1,"MM",0.960257295403477,0.00104897759146039
30,1,"MM",1.11486945319081,-0.00048191149877308
30,1,"MM",0.973639024553144,-0.00044140848663865
30,1,"MM",0.987472593191524,-0.000351646905165204
30,1,"MM",0.888820313331174,-0.000626298269609249
30,1,"MM",1.06190276339649,-0.00029464728562556
30,1,"MM",1.06022142810443,-0.000341733874160255
30,1,"MM",1.04075312288644,-0.000811475620683622
30,1,"MM",0.975506161184537,0.00062091610943471
30,1,"MM",1.16257000797246,0.000240463269551405
30,1,"MM",1.04971730677668,0.000190754147062933
30,1,"MM",0.977325425011688,-0.000910095765542129
30,1,"MM",0.893614932497485,0.00096174302741836
30,1,"MM",1.05918413169722,0.00109755955142266
30,1,"MM",1.08179161013451,0.00111756744326419
30,1,"MM",0.912168942403034,0.00161790146245233
30,1,"MM",0.790081270196034,-0.00116115599004374
30,1,"MM",1.0295483046147,-0.000696700697921715
30,1,"MM",0.969081899017294,0.000366470632282567
30,1,"MM",0.993392433338669,-0.00116852008316293
30,1,"MM",0.877395909749201,-0.00168981076187247
30,1,"MM",0.940314241162401,0.000131969760393202
30,1,"MM",1.00527154676018,-0.000457898873291729
30,1,"MM",0.905218484304294,0.000636512681568502
30,1,"MM",1.16439643837303,0.000310651486306268
30,1,"MM",0.983060344228542,0.000212182229022306
30,1,"MM",0.815233537955634,-0.000710280619789616
30,1,"MM",1.10294326110417,-0.000311950664415361
30,1,"MM",0.93953718586668,0.00219628398315863
30,1,"MM",0.987234745337069,0.00126370269330367
30,1,"MM",0.932626105363619,-0.000330930919998029
30,1,"MM",0.946897676379371,0.000191674183184887
30,1,"MM",0.976113923202248,-0.00222867924727899
30,1,"MM",0.857391118288146,-0.000111597929525753
30,1,"MM",0.854590959777189,-0.00200958384757532
30,1,"MM",0.948006457273752,0.000353996820237623
30,1,"MM",0.998331622244288,0.00166878009990978
30,1,"MM",0.925767011632257,0.000434354627333877
30,1,"MM",0.980185503100095,0.000199727279021511
30,1,"MM",0.850685325174363,-0.00139371271207023
30,1,"MM",0.930665179306521,0.000515402154858347
30,1,"MM",0.896170472411508,-6.98334737635475e-05
30,1,"MM",1.1011024619129,0.000772854394739619
30,1,"MM",0.93043618983612,0.00106316884026392
30,1,"MM",1.01726315163171,-0.000282190418607442
30,1,"MM",1.16686951948993,-0.000620752237153743
30,1,"MM",1.19140495195111,0.000389834027248348
30,1,"MM",1.06017564063995,-0.000470319235706507
30,1,"MM",0.923646020587254,5.06312457839719e-05
30,1,"MM",1.03115117129627,0.000230967910236579
30,1,"MM",1.09051934546099,-0.000748717764473383
30,1,"MM",1.03134777491919,0.000308209940113047
30,1,"MM",1.0311762369556,3.46589418327437e-05
30,1,"MM",1.06951524271417,0.000309552927985735
30,1,"MM",0.981730480233531,0.00147881807982431
30,1,"MM",1.02944432800525,-0.000775327278323967
30,1,"MM",1.05445156427141,-0.000258480205999945
30,1,"MM",0.946090019104324,-0.00239975054490871
30,1,"MM",1.01628736273334,-0.000743034640682705
30,1,"MM",1.05329927446138,-0.00216749198056609
30,1,"MM",0.946672120418921,-0.000863381753592796
30,1,"MM",1.07351504366548,-0.000169428270068606
30,1,"MM",0.905221324468665,0.000502942089794733
30,1,"MM",1.00822154549675,-0.000741774351611602
30,1,"MM",0.97152363501769,0.00135785340838535
30,1,"MM",0.893499932529301,-0.000907232240079492
30,1,"MM",1.04796695396464,-0.000703255761435484
30,1,"MM",1.00915126907177,0.000234404673156607
30,1,"MM",0.999369465411734,-0.00141901265747568
30,1,"MM",1.05708314079945,-0.000889969865878415
30,1,"MM",0.914884060710396,-0.00151128273574808
30,1,"MM",0.949764011081608,9.26048838835181e-05
30,1,"MM",1.11826985514152,0.00220562898133192
30,1,"MM",0.986025865544672,0.00130069986976755
30,1,"MM",0.930539699974583,0.000852917582146673
30,1,"MM",1.04949684953877,-0.0013121499592923
30,1,"MM",1.04663982038391,-0.00183388140741991
30,1,"MM",1.01145837565145,0.000715606582976314
30,1,"MM",0.994007251592517,0.000831134051056504
30,1,"MM",1.04256054911062,6.58069313594911e-05
30,1,"MM",0.951774323285723,0.000482328172727975
30,1,"MM",1.05293709533563,0.000794732161430334
30,1,"MM",0.999346817644064,0.00035057647020964
30,1,"MM",1.04759363031757,0.000561693860027912
30,1,"MM",1.16027307841266,0.00339335359233761
30,1,"MM",1.01893179113722,0.000809898670176779
30,1,"MM",0.93804464423897,8.28843225926246e-05
30,1,"MM",1.00673380909349,-0.00164846667314755
30,1,"MM",0.871435837183734,0.00110095758458517
30,1,"MM",1.01088990107392,0.000208420628716066
30,1,"MM",0.961077862554916,-0.000720406644350247
30,1,"MM",0.997902139800426,0.000793204372274481
30,1,"MM",0.962124585039878,-0.00127232415218259
30,1,"MM",1.01431096325022,-0.000417305318545669
30,1,"MM",0.962179769013973,-0.000443626910215822
30,1,"MM",1.04461474972453,0.000293607306157018
30,1,"MM",0.910752542067397,-0.00107191267663254
30,1,"MM",0.978206575495668,0.000564031593278447
30,1,"MM",0.999290239476495,-0.00100362769071416
30,1,"MM",1.00534969599124,0.000475739718662327
30,1,"MM",1.1837010819503,-0.000737433909405949
30,1,"MM",1.17569112265426,-0.000685900495552394
30,1,"MM",0.910116673439138,0.000501089730727933
30,1,"MM",1.00573078639135,0.000263670801748717
30,1,"MM",0.976414548923188,-0.00110123047511723
30,1,"MM",0.980603971545548,0.00146521209705841
30,1,"MM",0.964859533200068,0.000450143256572777
30,1,"MM",1.0333574839642,-0.002208280229405
30,1,"MM",1.05404990977635,0.000598344931022066
30,1,"MM",1.10195177599376,-0.000640123626025169
30,1,"MM",1.02661648381702,0.000502524234981649
30,1,"MM",1.07021338214165,-0.000630620828771189
30,1,"MM",0.969580490786258,0.000863841550627353
30,1,"MM",1.01894048945926,0.000155696301928687
30,1,"MM",1.00999387697134,0.000280170029460125
30,1,"MM",1.03598761999791,0.00162047678190635
30,1,"MM",1.01850157950225,0.000228474314929672
30,1,"MM",1.00342217681962,-0.000536159414759929
30,1,"MM",1.03344397815282,-0.00220381205375642
30,1,"MM",0.950135866997851,-0.00273310232301649
30,1,"MM",1.07264131779193,-0.000887884197537492
30,1,"MM",1.13172308815338,0.000397692850789833
30,1,"MM",0.924126180785934,-0.00127697766366031
30,1,"MM",1.05245430390412,0.000337343625038233
30,1,"MM",0.994817725736228,-0.000899851902358972
30,1,"MM",1.26393551029958,0.000379670957311395
30,1,"MM",1.05120003027716,-0.001475937398282
30,1,"MM",1.03898498675377,0.00145181981638953
30,1,"MM",1.00810357421196,0.00155813161234875
30,1,"MM",0.997042173449216,0.000386601507553874
30,1,"MM",0.893927654359738,-0.0015131729384561
30,1,"MM",1.0835607977336,0.00091600025708094
30,1,"MM",0.967019736395426,1.79777483831911e-05
30,1,"MM",1.00345085360755,0.00149919946380495
30,1,"MM",0.976167148982461,0.00192037668916922
30,1,"MM",1.0265990847047,-5.77420081342428e-05
30,1,"MM",0.903132269545033,0.000844725416724312
30,1,"MM",0.951008155950371,-0.000697171524045581
30,1,"MM",1.0209490553049,0.000295143454813518
30,1,"MM",1.15463455097879,-0.000622443723608646
30,1,"MM",1.10081170672854,0.000517106398028711
30,1,"MM",1.01495370888912,0.000124524995889441
30,1,"MM",1.00981586952199,3.87117615889832e-05
30,1,"MM",1.01030241850845,0.000130733227725166
30,1,"MM",0.864329973294467,-0.000870363117719042
30,1,"MM",0.963027313541579,0.00117487778416081
30,1,"MM",1.09618648222951,0.0021045209148447
30,1,"MM",0.999460705085704,-0.00014764238128373
30,1,"MM",0.970610611899724,-0.000440774632713303
30,1,"MLE",0.950880942281236,-0.000438380284643491
30,1,"MLE",0.982524727766868,-0.0269187883490359
30,1,"MLE",1.11261497892708,0.0063639306612544
30,1,"MLE",1.00091298271315,-0.0294234732540588
30,1,"MLE",0.945391833250682,-0.00539900414736361
30,1,"MLE",0.895500855020193,-0.0159250233233367
30,1,"MLE",0.979840501642151,-0.00525432058534048
30,1,"MLE",1.11178001524876,0.0315149560267827
30,1,"MLE",1.05812961240716,-0.0168250115337722
30,1,"MLE",0.87979735686711,0.0248779235756031
30,1,"MLE",1.10041934948491,-0.0244543323617832
30,1,"MLE",1.16941003078439,-0.0204654376244675
30,1,"MLE",0.962955611659237,-0.0284515102682347
30,1,"MLE",1.07863774557545,0.00145157170630772
30,1,"MLE",0.928017379047139,-0.0103101972236723
30,1,"MLE",0.847725564101662,-0.0195627455252544
30,1,"MLE",0.977363641754296,0.0120050958150578
30,1,"MLE",0.979092206351089,-0.0101247692995853
30,1,"MLE",1.07469090012689,-0.0133265271052516
30,1,"MLE",0.910067736934731,-0.0358679129928405
30,1,"MLE",1.08762062053422,-0.00307280865856852
30,1,"MLE",0.889039181589047,0.0152059806215818
30,1,"MLE",1.02970317953185,-0.035911251107559
30,1,"MLE",1.1500768801442,-0.00264865840750028
30,1,"MLE",0.983377336544891,-0.00500873323409146
30,1,"MLE",0.913759407421397,-0.0197191878909826
30,1,"MLE",0.958303839974443,0.00987356838073128
30,1,"MLE",1.12935559062588,-0.00965911921102003
30,1,"MLE",0.972369705946096,0.018184006716063
30,1,"MLE",0.926875842951604,-0.0241641980948875
30,1,"MLE",0.963663322678613,0.0128616432002819
30,1,"MLE",1.02139552141341,-0.000776998906402149
30,1,"MLE",0.947659167653248,-0.00108576946324668
30,1,"MLE",0.98248307058181,-0.0270364576417774
30,1,"MLE",1.07096341156561,-0.0197783447504554
30,1,"MLE",1.02186817202946,-0.0236554178054866
30,1,"MLE",1.08567445654748,0.0175828517371102
30,1,"MLE",0.976951764904778,-0.0061180092369606
30,1,"MLE",0.936247615986649,0.00916122502310357
30,1,"MLE",0.979296096400636,0.0484759694952946
30,1,"MLE",1.01678991826426,-0.0209645977982651
